Año,Estado,Subíndice,Valor
2004,México,Factores ,38.47036277
2004,Michoacán,Factores ,50.00273547
2004,Morelos,Factores ,45.08151458
2004,Nayarit,Factores ,44.26115746
2004,Nuevo León,Factores ,65.66126904
2004,Oaxaca,Factores ,36.85413559
2004,Puebla,Factores ,42.68043708
2004,Querétaro,Factores ,73.73657291
2004,Quintana Roo,Factores ,46.29272801
2004,San Luis Potosí,Factores ,47.06522275
2004,Sinaloa,Factores ,66.34478262
2004,Sonora,Factores ,55.63118553
2004,Tabasco,Factores ,43.8060218
2004,Tamaulipas,Factores ,46.35939425
2004,Tlaxcala,Factores ,36.79021872
2004,Veracruz,Factores ,34.42573464
2004,Yucatán,Factores ,56.90446164
2004,Zacatecas,Factores ,36.35336269
2004,Aguascalientes,Economía,50.11187073
2004,Baja California,Economía,54.33090716
2004,Baja California Sur,Economía,53.85014119
2004,Campeche,Economía,48.80814322
2004,Coahuila,Economía,56.83025038
2004,Colima,Economía,44.3468694
2004,Chiapas,Economía,35.1781813
2004,Chihuahua,Economía,46.27714865
2004,Ciudad de México,Economía,71.51989854
2004,Durango,Economía,49.65658937
2004,Guanajuato,Economía,57.29391022
2004,Guerrero,Economía,37.40506576
2004,Hidalgo,Economía,50.12415231
2004,Jalisco,Economía,53.61010478
2004,México,Economía,53.46853519
2004,Michoacán,Economía,48.70746917
2004,Morelos,Economía,42.47075603
2004,Nayarit,Economía,44.59753489
2004,Nuevo León,Economía,68.50985899
2004,Oaxaca,Economía,46.85958757
2004,Puebla,Economía,55.19433035
2004,Querétaro,Economía,54.31069785
2004,Quintana Roo,Economía,52.55215977
2004,San Luis Potosí,Economía,56.47707278
2004,Sinaloa,Economía,50.58369107
2004,Sonora,Economía,49.07362362
2004,Tabasco,Economía,36.47121921
2004,Tamaulipas,Economía,61.78913865
2004,Tlaxcala,Economía,44.18960939
2004,Veracruz,Economía,51.11724889
2004,Yucatán,Economía,55.27068313
2004,Zacatecas,Economía,39.15393648
2004,Aguascalientes,Precursores,41.14209032
2004,Baja California,Precursores,36.53719848
2004,Baja California Sur,Precursores,54.65990849
2004,Campeche,Precursores,34.16016714
2004,Coahuila,Precursores,30.11814175
2004,Colima,Precursores,33.20623344
2004,Chiapas,Precursores,28.83461236
2004,Chihuahua,Precursores,27.0068898
2004,Ciudad de México,Precursores,80.12950884
2004,Durango,Precursores,24.86949948
2004,Guanajuato,Precursores,33.81971091
2004,Guerrero,Precursores,33.36129196
2004,Hidalgo,Precursores,27.09121935
2004,Jalisco,Precursores,46.94276585
2004,México,Precursores,37.75402395
2004,Michoacán,Precursores,33.74698
2004,Morelos,Precursores,33.76974274
2004,Nayarit,Precursores,30.67549699
2004,Nuevo León,Precursores,41.2229052
2004,Oaxaca,Precursores,24.40432005
2004,Puebla,Precursores,30.34681977
2004,Querétaro,Precursores,37.75674709
2004,Quintana Roo,Precursores,52.95403679
2004,San Luis Potosí,Precursores,32.35622154
2004,Sinaloa,Precursores,33.36763995
2004,Sonora,Precursores,31.7484412
2004,Tabasco,Precursores,26.57865023
2004,Tamaulipas,Precursores,33.54213334
2004,Tlaxcala,Precursores,23.37001495
2004,Veracruz,Precursores,29.49302541
2004,Yucatán,Precursores,38.66030313
2004,Zacatecas,Precursores,31.26133393
2004,Aguascalientes,Relaciones Internacionales,30.867061
2004,Baja California,Relaciones Internacionales,63.7053052
2004,Baja California Sur,Relaciones Internacionales,32.40037729
2004,Campeche,Relaciones Internacionales,25.0799571
2004,Coahuila,Relaciones Internacionales,36.86612847
2004,Colima,Relaciones Internacionales,8.794083221
2004,Chiapas,Relaciones Internacionales,5.887118345
2004,Chihuahua,Relaciones Internacionales,66.71562576
2004,Ciudad de México,Relaciones Internacionales,36.9328899
2004,Durango,Relaciones Internacionales,7.400736761
2004,Guanajuato,Relaciones Internacionales,19.76524026
2004,Guerrero,Relaciones Internacionales,8.716511482
2004,Hidalgo,Relaciones Internacionales,8.555610399
2004,Jalisco,Relaciones Internacionales,31.82070173
2004,México,Relaciones Internacionales,19.31519381
2004,Michoacán,Relaciones Internacionales,5.995597468
2004,Morelos,Relaciones Internacionales,16.5803384
2004,Nayarit,Relaciones Internacionales,11.58466928
2004,Nuevo León,Relaciones Internacionales,34.16577922
2004,Oaxaca,Relaciones Internacionales,5.38661752
2004,Puebla,Relaciones Internacionales,20.6592293
2004,Querétaro,Relaciones Internacionales,19.98427269
2004,Quintana Roo,Relaciones Internacionales,34.53952993
2004,San Luis Potosí,Relaciones Internacionales,22.69327563
2004,Sinaloa,Relaciones Internacionales,4.840973986
2004,Sonora,Relaciones Internacionales,34.63979149
2004,Tabasco,Relaciones Internacionales,16.48382598
2004,Tamaulipas,Relaciones Internacionales,45.12414551
2004,Tlaxcala,Relaciones Internacionales,23.7574339
2004,Veracruz,Relaciones Internacionales,9.373951483
2004,Yucatán,Relaciones Internacionales,9.789441749
2004,Zacatecas,Relaciones Internacionales,19.3548798
2004,Aguascalientes,Innovación,64.0875541
2004,Baja California,Innovación,58.70293527
2004,Baja California Sur,Innovación,43.78047449
2004,Campeche,Innovación,29.12172333
2004,Coahuila,Innovación,62.97906237
2004,Colima,Innovación,46.09457256
2004,Chiapas,Innovación,27.62030328
2004,Chihuahua,Innovación,61.45760565
2004,Ciudad de México,Innovación,91.4421492
2004,Durango,Innovación,43.74955915
2004,Guanajuato,Innovación,51.56726179
2004,Guerrero,Innovación,26.33881297
2004,Hidalgo,Innovación,43.20810273
2004,Jalisco,Innovación,63.22017809
2004,México,Innovación,54.90303583
2004,Michoacán,Innovación,35.39266612
2004,Morelos,Innovación,50.27179722
2004,Nayarit,Innovación,34.14029293
2004,Nuevo León,Innovación,79.48162904
2004,Oaxaca,Innovación,26.43357736
2004,Puebla,Innovación,40.96202453
2004,Querétaro,Innovación,75.44865771
2004,Quintana Roo,Innovación,48.38134404
2004,San Luis Potosí,Innovación,49.05131081
2004,Sinaloa,Innovación,42.39688099
2004,Sonora,Innovación,52.20957217
2004,Tabasco,Innovación,30.95883709
2004,Tamaulipas,Innovación,56.86755369
2004,Tlaxcala,Innovación,37.09279499
2004,Veracruz,Innovación,34.65501569
2004,Yucatán,Innovación,45.06188933
2004,Zacatecas,Innovación,34.34041366
2005,Aguascalientes,Derecho,71.00407629
2005,Baja California,Derecho,49.01695728
2005,Baja California Sur,Derecho,65.38693895
2005,Campeche,Derecho,75.67894262
2005,Coahuila,Derecho,67.80035264
2005,Colima,Derecho,71.97738426
2005,Chiapas,Derecho,70.93204302
2005,Chihuahua,Derecho,50.46780256
2005,Ciudad de México,Derecho,38.53198145
2005,Durango,Derecho,61.57032261
2005,Guanajuato,Derecho,75.09557578
2005,Guerrero,Derecho,29.89731392
2005,Hidalgo,Derecho,71.61236701
2005,Jalisco,Derecho,62.74252964
2005,México,Derecho,36.55736635
2005,Michoacán,Derecho,53.40151578
2005,Morelos,Derecho,48.47539627
2005,Nayarit,Derecho,67.62753168
2005,Nuevo León,Derecho,62.02861628
2005,Oaxaca,Derecho,54.54227373
2005,Puebla,Derecho,65.57808999
2005,Querétaro,Derecho,82.1656512
2005,Quintana Roo,Derecho,61.80550012
2005,San Luis Potosí,Derecho,65.06236079
2005,Sinaloa,Derecho,48.08649594
2005,Sonora,Derecho,66.49524097
2005,Tabasco,Derecho,68.89721358
2005,Tamaulipas,Derecho,64.88346792
2005,Tlaxcala,Derecho,57.68781984
2005,Veracruz,Derecho,72.64741512
2005,Yucatán,Derecho,86.36568835
2005,Zacatecas,Derecho,67.25919186
2005,Aguascalientes,Medio ambiente,52.49199329
2005,Baja California,Medio ambiente,32.03470379
2005,Baja California Sur,Medio ambiente,50.58093839
2005,Campeche,Medio ambiente,33.46242809
2005,Coahuila,Medio ambiente,41.07633053
2005,Colima,Medio ambiente,36.94710816
2005,Chiapas,Medio ambiente,37.44587901
2005,Chihuahua,Medio ambiente,48.26778878
2005,Ciudad de México,Medio ambiente,74.8668338
2005,Durango,Medio ambiente,47.15398732
2005,Guanajuato,Medio ambiente,27.55224943
2005,Guerrero,Medio ambiente,40.45799118
2005,Hidalgo,Medio ambiente,31.13166641
2005,Jalisco,Medio ambiente,39.58609412
2005,México,Medio ambiente,41.21964571
2005,Michoacán,Medio ambiente,31.72148087
2005,Morelos,Medio ambiente,41.93448368
2005,Nayarit,Medio ambiente,45.82452084
2005,Nuevo León,Medio ambiente,59.86720616
2005,Oaxaca,Medio ambiente,36.85387121
2005,Puebla,Medio ambiente,37.40670912
2005,Querétaro,Medio ambiente,30.37870584
2005,Quintana Roo,Medio ambiente,42.98582897
2005,San Luis Potosí,Medio ambiente,35.68369843
2005,Sinaloa,Medio ambiente,43.40290201
2005,Sonora,Medio ambiente,39.70152071
2005,Tabasco,Medio ambiente,33.70946035
2005,Tamaulipas,Medio ambiente,41.24740614
2005,Tlaxcala,Medio ambiente,35.10508903
2005,Veracruz,Medio ambiente,30.92787399
2005,Yucatán,Medio ambiente,28.66939172
2005,Zacatecas,Medio ambiente,16.54642358
2005,Aguascalientes,Sociedad,63.11257933
2005,Baja California,Sociedad,52.2688922
2005,Baja California Sur,Sociedad,69.1424685
2005,Campeche,Sociedad,50.60989663
2005,Coahuila,Sociedad,59.06293993
2005,Colima,Sociedad,57.83806673
2005,Chiapas,Sociedad,33.36500041
2005,Chihuahua,Sociedad,44.43985803
2005,Ciudad de México,Sociedad,71.62185852
2005,Durango,Sociedad,53.33679705
2005,Guanajuato,Sociedad,37.43138266
2005,Guerrero,Sociedad,35.49318054
2005,Hidalgo,Sociedad,48.59825093
2005,Jalisco,Sociedad,44.53057291
2005,México,Sociedad,51.71495424
2005,Michoacán,Sociedad,33.65995873
2005,Morelos,Sociedad,51.701389
2005,Nayarit,Sociedad,57.87325764
2005,Nuevo León,Sociedad,54.39189461
2005,Oaxaca,Sociedad,27.35696241
2005,Puebla,Sociedad,37.53917227
2005,Querétaro,Sociedad,53.6568917
2005,Quintana Roo,Sociedad,56.27635486
2005,San Luis Potosí,Sociedad,45.45026657
2005,Sinaloa,Sociedad,57.90671382
2005,Sonora,Sociedad,54.29760374
2005,Tabasco,Sociedad,42.92581821
2005,Tamaulipas,Sociedad,56.02413723
2005,Tlaxcala,Sociedad,43.77574676
2005,Veracruz,Sociedad,37.48801154
2005,Yucatán,Sociedad,45.25735754
2005,Zacatecas,Sociedad,40.16023621
2005,Aguascalientes,Político,45.52554654
2005,Baja California,Político,47.30173343
2005,Baja California Sur,Político,58.1645842
2005,Campeche,Político,68.39491764
2005,Coahuila,Político,54.16316216
2005,Colima,Político,69.27725031
2005,Chiapas,Político,60.41970809
2005,Chihuahua,Político,30.12385814
2005,Ciudad de México,Político,55.1573064
2005,Durango,Político,46.99133644
2005,Guanajuato,Político,47.31379949
2005,Guerrero,Político,46.12585388
2005,Hidalgo,Político,53.22566078
2005,Jalisco,Político,68.3063023
2005,México,Político,42.61034397
2005,Michoacán,Político,49.83432584
2005,Morelos,Político,61.05777956
2005,Nayarit,Político,65.75104367
2005,Nuevo León,Político,53.99916817
2005,Oaxaca,Político,36.63728856
2005,Puebla,Político,48.47846104
2005,Querétaro,Político,73.05142562
2005,Quintana Roo,Político,51.1764005
2005,San Luis Potosí,Político,68.64251173
2005,Sinaloa,Político,54.09265105
2005,Sonora,Político,53.23681656
2005,Tabasco,Político,55.71496039
2005,Tamaulipas,Político,58.18528863
2005,Tlaxcala,Político,68.03653969
2005,Veracruz,Político,40.40258275
2005,Yucatán,Político,74.09351846
2005,Zacatecas,Político,53.11476237
2005,Aguascalientes,Gobierno,74.08486457
2005,Baja California,Gobierno,58.82385738
2005,Baja California Sur,Gobierno,41.00280647
2005,Campeche,Gobierno,53.96431851
2005,Coahuila,Gobierno,50.32958218
2005,Colima,Gobierno,63.21323289
2005,Chiapas,Gobierno,41.31175726
2005,Chihuahua,Gobierno,64.8698118
2005,Ciudad de México,Gobierno,81.91586031
2005,Durango,Gobierno,52.69340775
2005,Guanajuato,Gobierno,45.75835525
2005,Guerrero,Gobierno,31.98273579
2005,Hidalgo,Gobierno,48.5066803
2005,Jalisco,Gobierno,67.20743876
2005,México,Gobierno,51.70050506
2005,Michoacán,Gobierno,31.55061146
2005,Morelos,Gobierno,53.21600555
2005,Nayarit,Gobierno,46.23136459
2005,Nuevo León,Gobierno,74.85338371
2005,Oaxaca,Gobierno,29.6213976
2005,Puebla,Gobierno,46.2923674
2005,Querétaro,Gobierno,62.57168339
2005,Quintana Roo,Gobierno,51.1180633
2005,San Luis Potosí,Gobierno,50.13556812
2005,Sinaloa,Gobierno,63.88188248
2005,Sonora,Gobierno,58.02323852
2005,Tabasco,Gobierno,39.19625467
2005,Tamaulipas,Gobierno,58.00681265
2005,Tlaxcala,Gobierno,44.72342982
2005,Veracruz,Gobierno,35.81415061
2005,Yucatán,Gobierno,59.97837624
2005,Zacatecas,Gobierno,50.99692612
2005,Aguascalientes,Factores ,50.65445268
2005,Baja California,Factores ,48.02541338
2005,Baja California Sur,Factores ,59.24826968
2005,Campeche,Factores ,43.77246727
2005,Coahuila,Factores ,58.16779704
2005,Colima,Factores ,52.38591053
2005,Chiapas,Factores ,19.79465086
2005,Chihuahua,Factores ,62.21615368
2005,Ciudad de México,Factores ,57.33880231
2005,Durango,Factores ,51.22460748
2005,Guanajuato,Factores ,48.69368895
2005,Guerrero,Factores ,38.19796459
2005,Hidalgo,Factores ,47.38146907
2005,Jalisco,Factores ,58.11443757
2005,México,Factores ,38.47036277
2005,Michoacán,Factores ,50.00273547
2005,Morelos,Factores ,45.08151458
2005,Nayarit,Factores ,44.26115746
2005,Nuevo León,Factores ,65.66126904
2005,Oaxaca,Factores ,36.85413559
2005,Puebla,Factores ,42.68043708
2005,Querétaro,Factores ,73.73657291
2005,Quintana Roo,Factores ,46.29272801
2005,San Luis Potosí,Factores ,47.06522275
2005,Sinaloa,Factores ,66.34478262
2005,Sonora,Factores ,55.63118553
2005,Tabasco,Factores ,43.8060218
2005,Tamaulipas,Factores ,46.35939425
2005,Tlaxcala,Factores ,36.79021872
2005,Veracruz,Factores ,34.42573464
2005,Yucatán,Factores ,56.90446164
2005,Zacatecas,Factores ,36.35336269
2005,Aguascalientes,Economía,46.43040378
2005,Baja California,Economía,57.34576458
2005,Baja California Sur,Economía,58.12346246
2005,Campeche,Economía,44.27716893
2005,Coahuila,Economía,51.59328209
2005,Colima,Economía,43.81942511
2005,Chiapas,Economía,34.31819784
2005,Chihuahua,Economía,47.66822611
2005,Ciudad de México,Economía,70.61497665
2005,Durango,Economía,45.86312728
2005,Guanajuato,Economía,52.60734597
2005,Guerrero,Economía,37.59515609
2005,Hidalgo,Economía,47.79391223
2005,Jalisco,Economía,55.10047672
2005,México,Economía,55.24597127
2005,Michoacán,Economía,49.3785435
2005,Morelos,Economía,47.71944159
2005,Nayarit,Economía,46.79281069
2005,Nuevo León,Economía,66.89754425
2005,Oaxaca,Economía,46.02115893
2005,Puebla,Economía,59.07325563
2005,Querétaro,Economía,57.61022029
2005,Quintana Roo,Economía,52.28818917
2005,San Luis Potosí,Economía,56.78341134
2005,Sinaloa,Economía,51.76809496
2005,Sonora,Economía,57.71543868
2005,Tabasco,Economía,44.35774595
2005,Tamaulipas,Economía,60.74735706
2005,Tlaxcala,Economía,36.99740635
2005,Veracruz,Economía,50.34227037
2005,Yucatán,Economía,57.52801464
2005,Zacatecas,Economía,31.42636516
2005,Aguascalientes,Precursores,40.73791235
2005,Baja California,Precursores,33.52678223
2005,Baja California Sur,Precursores,56.26080613
2005,Campeche,Precursores,32.76635551
2005,Coahuila,Precursores,30.54930205
2005,Colima,Precursores,32.61589456
2005,Chiapas,Precursores,28.71238006
2005,Chihuahua,Precursores,25.48990628
2005,Ciudad de México,Precursores,79.98739147
2005,Durango,Precursores,24.00556466
2005,Guanajuato,Precursores,32.99890941
2005,Guerrero,Precursores,33.67021757
2005,Hidalgo,Precursores,26.97348666
2005,Jalisco,Precursores,47.36081239
2005,México,Precursores,38.04586003
2005,Michoacán,Precursores,33.63638146
2005,Morelos,Precursores,33.73595029
2005,Nayarit,Precursores,31.01961732
2005,Nuevo León,Precursores,36.54948773
2005,Oaxaca,Precursores,24.33237427
2005,Puebla,Precursores,30.23590731
2005,Querétaro,Precursores,37.91613399
2005,Quintana Roo,Precursores,52.27699833
2005,San Luis Potosí,Precursores,32.61770213
2005,Sinaloa,Precursores,31.32947219
2005,Sonora,Precursores,29.55101159
2005,Tabasco,Precursores,26.91902581
2005,Tamaulipas,Precursores,33.28443575
2005,Tlaxcala,Precursores,23.68915551
2005,Veracruz,Precursores,29.28500771
2005,Yucatán,Precursores,37.99429633
2005,Zacatecas,Precursores,31.30604761
2005,Aguascalientes,Relaciones Internacionales,30.8955672
2005,Baja California,Relaciones Internacionales,63.82662564
2005,Baja California Sur,Relaciones Internacionales,33.42966024
2005,Campeche,Relaciones Internacionales,25.0799571
2005,Coahuila,Relaciones Internacionales,36.89147585
2005,Colima,Relaciones Internacionales,8.9999245
2005,Chiapas,Relaciones Internacionales,5.931284683
2005,Chihuahua,Relaciones Internacionales,66.76286329
2005,Ciudad de México,Relaciones Internacionales,36.99176816
2005,Durango,Relaciones Internacionales,7.432880896
2005,Guanajuato,Relaciones Internacionales,19.84470414
2005,Guerrero,Relaciones Internacionales,8.831887232
2005,Hidalgo,Relaciones Internacionales,8.611475164
2005,Jalisco,Relaciones Internacionales,31.90910759
2005,México,Relaciones Internacionales,19.34164935
2005,Michoacán,Relaciones Internacionales,6.18019981
2005,Morelos,Relaciones Internacionales,16.57449534
2005,Nayarit,Relaciones Internacionales,12.11627686
2005,Nuevo León,Relaciones Internacionales,34.20860397
2005,Oaxaca,Relaciones Internacionales,5.523643118
2005,Puebla,Relaciones Internacionales,20.62436616
2005,Querétaro,Relaciones Internacionales,20.0482253
2005,Quintana Roo,Relaciones Internacionales,34.53952993
2005,San Luis Potosí,Relaciones Internacionales,22.69969792
2005,Sinaloa,Relaciones Internacionales,5.081398296
2005,Sonora,Relaciones Internacionales,34.69132461
2005,Tabasco,Relaciones Internacionales,16.48919709
2005,Tamaulipas,Relaciones Internacionales,45.1363957
2005,Tlaxcala,Relaciones Internacionales,23.87260555
2005,Veracruz,Relaciones Internacionales,9.420791888
2005,Yucatán,Relaciones Internacionales,9.899284661
2005,Zacatecas,Relaciones Internacionales,19.47230263
2005,Aguascalientes,Innovación,63.02305779
2005,Baja California,Innovación,57.66730113
2005,Baja California Sur,Innovación,45.07272353
2005,Campeche,Innovación,29.12172333
2005,Coahuila,Innovación,62.89275121
2005,Colima,Innovación,46.32775708
2005,Chiapas,Innovación,26.36835374
2005,Chihuahua,Innovación,59.09072824
2005,Ciudad de México,Innovación,88.82241422
2005,Durango,Innovación,41.78478028
2005,Guanajuato,Innovación,48.02514372
2005,Guerrero,Innovación,25.17067325
2005,Hidalgo,Innovación,42.33608084
2005,Jalisco,Innovación,59.02209239
2005,México,Innovación,52.17253688
2005,Michoacán,Innovación,30.93538414
2005,Morelos,Innovación,51.27701413
2005,Nayarit,Innovación,36.39194529
2005,Nuevo León,Innovación,76.81189521
2005,Oaxaca,Innovación,25.68601103
2005,Puebla,Innovación,38.57723095
2005,Querétaro,Innovación,73.88072905
2005,Quintana Roo,Innovación,49.33666217
2005,San Luis Potosí,Innovación,47.64949246
2005,Sinaloa,Innovación,37.21131214
2005,Sonora,Innovación,49.53671308
2005,Tabasco,Innovación,30.29995508
2005,Tamaulipas,Innovación,56.6942449
2005,Tlaxcala,Innovación,40.1341325
2005,Veracruz,Innovación,32.59700302
2005,Yucatán,Innovación,42.48513443
2005,Zacatecas,Innovación,31.29618343
2006,Aguascalientes,Derecho,70.62863782
2006,Baja California,Derecho,54.18065135
2006,Baja California Sur,Derecho,66.79358547
2006,Campeche,Derecho,79.65274763
2006,Coahuila,Derecho,72.27668728
2006,Colima,Derecho,75.07005477
2006,Chiapas,Derecho,73.56251361
2006,Chihuahua,Derecho,50.90476085
2006,Ciudad de México,Derecho,58.24508893
2006,Durango,Derecho,64.61556189
2006,Guanajuato,Derecho,75.83696492
2006,Guerrero,Derecho,36.05665746
2006,Hidalgo,Derecho,76.13077453
2006,Jalisco,Derecho,64.14767977
2006,México,Derecho,41.43664802
2006,Michoacán,Derecho,54.04758267
2006,Morelos,Derecho,58.91635269
2006,Nayarit,Derecho,69.54938606
2006,Nuevo León,Derecho,61.49165363
2006,Oaxaca,Derecho,52.3265289
2006,Puebla,Derecho,65.91718935
2006,Querétaro,Derecho,82.90379357
2006,Quintana Roo,Derecho,64.36978561
2006,San Luis Potosí,Derecho,66.12572827
2006,Sinaloa,Derecho,51.56249452
2006,Sonora,Derecho,71.05735771
2006,Tabasco,Derecho,65.46107529
2006,Tamaulipas,Derecho,68.18656275
2006,Tlaxcala,Derecho,47.48452785
2006,Veracruz,Derecho,74.09957797
2006,Yucatán,Derecho,86.49692554
2006,Zacatecas,Derecho,68.77100911
2006,Aguascalientes,Medio ambiente,52.93718607
2006,Baja California,Medio ambiente,31.95978583
2006,Baja California Sur,Medio ambiente,47.89081138
2006,Campeche,Medio ambiente,35.17683061
2006,Coahuila,Medio ambiente,40.29967057
2006,Colima,Medio ambiente,37.04523524
2006,Chiapas,Medio ambiente,38.3842336
2006,Chihuahua,Medio ambiente,46.66742524
2006,Ciudad de México,Medio ambiente,74.76997623
2006,Durango,Medio ambiente,46.47488693
2006,Guanajuato,Medio ambiente,27.38504139
2006,Guerrero,Medio ambiente,39.76885936
2006,Hidalgo,Medio ambiente,31.08477316
2006,Jalisco,Medio ambiente,39.55665634
2006,México,Medio ambiente,41.20546916
2006,Michoacán,Medio ambiente,31.89467591
2006,Morelos,Medio ambiente,41.03678945
2006,Nayarit,Medio ambiente,44.8018009
2006,Nuevo León,Medio ambiente,57.00408559
2006,Oaxaca,Medio ambiente,38.07087581
2006,Puebla,Medio ambiente,37.04682627
2006,Querétaro,Medio ambiente,30.52948021
2006,Quintana Roo,Medio ambiente,39.92927048
2006,San Luis Potosí,Medio ambiente,35.19998626
2006,Sinaloa,Medio ambiente,44.11015279
2006,Sonora,Medio ambiente,39.02838533
2006,Tabasco,Medio ambiente,38.76466221
2006,Tamaulipas,Medio ambiente,40.41921204
2006,Tlaxcala,Medio ambiente,37.11339484
2006,Veracruz,Medio ambiente,34.5638563
2006,Yucatán,Medio ambiente,29.77183995
2006,Zacatecas,Medio ambiente,17.23125233
2006,Aguascalientes,Sociedad,63.18493111
2006,Baja California,Sociedad,50.60189403
2006,Baja California Sur,Sociedad,65.58956274
2006,Campeche,Sociedad,56.87667313
2006,Coahuila,Sociedad,57.61449483
2006,Colima,Sociedad,57.42472395
2006,Chiapas,Sociedad,32.8152277
2006,Chihuahua,Sociedad,46.38101265
2006,Ciudad de México,Sociedad,73.10521261
2006,Durango,Sociedad,60.70163444
2006,Guanajuato,Sociedad,43.69861832
2006,Guerrero,Sociedad,41.31860739
2006,Hidalgo,Sociedad,52.22664014
2006,Jalisco,Sociedad,52.65123621
2006,México,Sociedad,49.25744492
2006,Michoacán,Sociedad,37.61230976
2006,Morelos,Sociedad,53.32312966
2006,Nayarit,Sociedad,61.38048201
2006,Nuevo León,Sociedad,55.20610812
2006,Oaxaca,Sociedad,31.49146965
2006,Puebla,Sociedad,39.46818099
2006,Querétaro,Sociedad,54.86450331
2006,Quintana Roo,Sociedad,57.00929448
2006,San Luis Potosí,Sociedad,45.95515062
2006,Sinaloa,Sociedad,59.43613465
2006,Sonora,Sociedad,58.99179871
2006,Tabasco,Sociedad,46.66827825
2006,Tamaulipas,Sociedad,58.25803618
2006,Tlaxcala,Sociedad,48.39345538
2006,Veracruz,Sociedad,42.47913837
2006,Yucatán,Sociedad,40.23679188
2006,Zacatecas,Sociedad,48.192612
2006,Aguascalientes,Político,45.52554654
2006,Baja California,Político,47.30173343
2006,Baja California Sur,Político,58.1645842
2006,Campeche,Político,68.39491764
2006,Coahuila,Político,54.16316216
2006,Colima,Político,69.27725031
2006,Chiapas,Político,60.41970809
2006,Chihuahua,Político,30.12385814
2006,Ciudad de México,Político,55.1573064
2006,Durango,Político,46.99133644
2006,Guanajuato,Político,47.31379949
2006,Guerrero,Político,46.12585388
2006,Hidalgo,Político,53.22566078
2006,Jalisco,Político,68.3063023
2006,México,Político,42.61034397
2006,Michoacán,Político,49.83432584
2006,Morelos,Político,61.05777956
2006,Nayarit,Político,65.75104367
2006,Nuevo León,Político,53.99916817
2006,Oaxaca,Político,36.63728856
2006,Puebla,Político,48.47846104
2006,Querétaro,Político,73.05142562
2006,Quintana Roo,Político,51.1764005
2006,San Luis Potosí,Político,68.64251173
2006,Sinaloa,Político,54.09265105
2006,Sonora,Político,53.23681656
2006,Tabasco,Político,55.39360927
2006,Tamaulipas,Político,58.18528863
2006,Tlaxcala,Político,68.03653969
2006,Veracruz,Político,40.40258275
2006,Yucatán,Político,74.09351846
2006,Zacatecas,Político,53.11476237
2006,Aguascalientes,Gobierno,72.85921202
2006,Baja California,Gobierno,58.59959072
2006,Baja California Sur,Gobierno,43.0893045
2006,Campeche,Gobierno,54.4663555
2006,Coahuila,Gobierno,47.34143796
2006,Colima,Gobierno,61.76582325
2006,Chiapas,Gobierno,41.73914414
2006,Chihuahua,Gobierno,64.05920184
2006,Ciudad de México,Gobierno,81.08284145
2006,Durango,Gobierno,52.5118649
2006,Guanajuato,Gobierno,45.99118277
2006,Guerrero,Gobierno,31.76131504
2006,Hidalgo,Gobierno,49.70635771
2006,Jalisco,Gobierno,66.81208855
2006,México,Gobierno,52.14254825
2006,Michoacán,Gobierno,31.3027857
2006,Morelos,Gobierno,53.28871249
2006,Nayarit,Gobierno,46.574088
2006,Nuevo León,Gobierno,75.46226573
2006,Oaxaca,Gobierno,29.32788191
2006,Puebla,Gobierno,45.00913123
2006,Querétaro,Gobierno,63.56515085
2006,Quintana Roo,Gobierno,51.04730948
2006,San Luis Potosí,Gobierno,48.26183095
2006,Sinaloa,Gobierno,64.58413561
2006,Sonora,Gobierno,57.76318019
2006,Tabasco,Gobierno,39.1754289
2006,Tamaulipas,Gobierno,57.15060662
2006,Tlaxcala,Gobierno,45.05515223
2006,Veracruz,Gobierno,38.65861217
2006,Yucatán,Gobierno,60.11733556
2006,Zacatecas,Gobierno,50.13413388
2006,Aguascalientes,Factores ,47.84172039
2006,Baja California,Factores ,50.53095516
2006,Baja California Sur,Factores ,63.07002187
2006,Campeche,Factores ,44.93111784
2006,Coahuila,Factores ,57.67542497
2006,Colima,Factores ,53.48753534
2006,Chiapas,Factores ,26.25738971
2006,Chihuahua,Factores ,60.97894789
2006,Ciudad de México,Factores ,57.04063498
2006,Durango,Factores ,47.13477193
2006,Guanajuato,Factores ,49.41368426
2006,Guerrero,Factores ,40.17102534
2006,Hidalgo,Factores ,46.43327635
2006,Jalisco,Factores ,60.85588607
2006,México,Factores ,37.09926622
2006,Michoacán,Factores ,52.17809088
2006,Morelos,Factores ,43.86350833
2006,Nayarit,Factores ,40.88245537
2006,Nuevo León,Factores ,61.56536314
2006,Oaxaca,Factores ,38.43256524
2006,Puebla,Factores ,39.01970368
2006,Querétaro,Factores ,71.56303581
2006,Quintana Roo,Factores ,48.90142742
2006,San Luis Potosí,Factores ,50.66448208
2006,Sinaloa,Factores ,66.60926806
2006,Sonora,Factores ,51.15057434
2006,Tabasco,Factores ,44.2146373
2006,Tamaulipas,Factores ,46.8984851
2006,Tlaxcala,Factores ,38.15903498
2006,Veracruz,Factores ,29.22137171
2006,Yucatán,Factores ,54.83677427
2006,Zacatecas,Factores ,49.8276592
2006,Aguascalientes,Economía,49.37240752
2006,Baja California,Economía,58.87745307
2006,Baja California Sur,Economía,57.59994301
2006,Campeche,Economía,34.301615
2006,Coahuila,Economía,50.26814455
2006,Colima,Economía,50.10674174
